Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients,Absolute Change in the Percent Hospitals Reporting Adult COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Pediatric COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Influenza Admissions from Prior Week ,Absolute Change in the Percent Hospitals Reporting Prevalent Influenza Hospitalizations from Prior Week ,Absolute Change in the Percent Hospitals Reporting Hospitalized Influenza ICU Patients from Prior Week ,Absolute Change in the Percent Hospitals Reporting Inpatient Beds from Prior Week ,Absolute Change in the Percent Hospitals Reporting ICU Beds from Prior Week ,Absolute Change in the Percent Hospitals Reporting Inpatient Beds Occupied from Prior Week ,Absolute Change in the Percent Hospitals Reporting ICU Beds Occupied from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Total COVID-19 Admissions from Prior Week ,Absolute Change in the Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations from Prior Week ,Absolute Change in the Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients from Prior Week 
1/7/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,28,0,0,4,28,3.57,25,22.43,17.29,4,3,1018.29,154,826.14,132.14,81.13,85.77,2.2,1.7,2.6,1.94,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.14,29,0,0,4.14,29,0.57,4,25.86,15.43,3.29,2.71,1043.43,151.14,806.57,122.86,77.34,81.29,2.48,1.48,2.18,1.79,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5.43,38,0.43,3,5.86,41,0.29,2,29.86,8.29,4.71,0.29,1058.14,150.43,791.43,115.86,74.8,76.99,2.82,0.78,3.13,0.19,92.68,7.32,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.43,31,0.43,3,4.86,34,0,0,33.14,4,4.71,0.29,1037.86,152.29,786.71,115.71,75.87,75.99,3.2,0.39,3.08,0.19,91.18,8.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.86,27,0,0,3.86,27,0.43,3,34.43,5.14,4.43,0.43,1009.29,147.43,755.43,112.71,74.83,76.43,3.41,0.51,3,0.29,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,35,0.29,2,5.29,37,0.14,1,24.86,4.43,3.14,0.29,1022,152.43,764.86,117.29,74.83,76.9,2.44,0.43,2.08,0.18,94.59,5.41,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.71,26,0.86,6,4.57,32,0.14,1,24.57,1.71,1.86,0,1014.86,151.29,758.43,118,74.75,77.99,2.42,0.17,1.22,0,81.25,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.14,29,0,0,4.14,29,0.14,1,26.29,2.57,1.57,0.14,1002.57,143.43,761,106.43,75.91,74.21,2.62,0.26,1.09,0.1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.71,33,0.86,6,5.57,39,0,0,30.14,1.43,3.14,0,1008.29,140.71,766.14,108,75.97,76.79,2.99,0.14,2.24,0,84.62,15.38,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.71,19,0,0,2.71,19,0.29,2,16.71,2,2.86,0.29,1003,140.43,744.57,112,74.23,79.76,1.67,0.2,2.02,0.21,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.43,24,0.43,3,3.86,27,0,0,17.86,1.29,3.57,0,1028,143.14,778.14,113.43,75.4,78.79,1.75,0.13,2.5,0,88.89,11.11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.43,24,0.14,1,3.57,25,0,0,16.43,0,2,0,990.57,139.71,739.57,107.86,74.66,77.18,1.66,0,1.44,0,96,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.71,19,0,0,2.71,19,0.14,1,17.57,0.14,2.43,0.14,995.71,147.57,749.57,105.86,75.28,71.77,1.76,0.01,1.65,0.1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/8/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.71,19,0,0,2.71,19,0.14,1,17.57,0.14,4.29,0.14,1002.14,150.86,776.71,109.14,77.5,72.38,1.75,0.01,2.84,0.09,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.57,18,0.14,1,2.71,19,0.29,2,16.86,0.86,2.43,0.43,987.71,144,726.57,104.29,73.55,72.39,1.71,0.09,1.67,0.3,94.74,5.26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1.71,12,0.29,2,2,14,0,0,11,1,1,0,992.71,144.29,760.86,103.14,76.63,71.44,1.11,0.1,0.69,0,85.71,14.29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.14,15,0,0,2.14,15,0,0,10.14,0,0.43,0,988.57,145.14,748.29,112.14,75.7,77.27,1.03,0,0.29,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.14,22,0,0,3.14,22,0.29,2,14,0.29,2,0,993.14,151.71,731.71,117.86,73.67,77.72,1.41,0.03,1.32,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.57,18,0.14,1,2.71,19,0,0,16.29,1,1.29,0,986.43,149.29,720.29,110.43,73.03,74.01,1.65,0.1,0.85,0,94.74,5.26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,7,0,0,1,7,0,0,13.57,1.57,1.14,0,993.86,153.14,703.29,108.71,70.76,70.99,1.37,0.16,0.75,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.57,18,0,0,2.57,18,0,0,9.57,2,0.71,0,1005.57,154.29,732.29,108.71,72.82,70.46,0.95,0.2,0.47,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.57,18,0,0,2.57,18,0.43,3,11.86,1.57,1.71,0,981.14,147.57,693,100.71,70.63,68.22,1.21,0.16,1.16,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10/2023,AK,98,100,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.71,26,0,0,3.71,26,0,0,18.29,0.43,2.43,0,981,149.43,703.57,99.71,71.72,66.7,1.86,0.04,1.62,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.14,22,0,0,3.14,22,0.43,3,22.29,1.14,1.29,0,976.57,150.14,716.14,105.14,73.33,70.04,2.28,0.12,0.85,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.86,20,0,0,2.86,20,0,0,17.71,1.29,1.29,0,987.29,149.43,731.71,95.57,74.11,63.96,1.79,0.13,0.86,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,0.14,1,2.14,15,0.57,4,8.86,2.43,0.86,0.57,978.14,157,694.29,106.57,70.97,67.85,0.91,0.25,0.55,0.36,93.33,6.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.57,18,0,0,2.57,18,0.29,2,15.57,1,0.14,0.14,974.57,154.14,679.14,97.71,69.68,63.38,1.6,0.1,0.09,0.09,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,21,0.57,4,3.57,25,0.29,2,18.57,1.86,2.29,0.14,994.29,155.71,751.57,110.71,75.6,71.14,1.86,0.19,1.47,0.09,84,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.86,20,0,0,2.86,20,0.14,1,11.57,0.71,0.86,0,992.29,153.57,745.86,102.29,75.17,66.59,1.16,0.07,0.56,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.57,25,0,0,3.57,25,0,0,10.57,0,0.43,0,997.71,157.71,755.71,109.14,75.75,69.18,1.06,0,0.27,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.14,15,0.43,3,2.57,18,0.29,2,12.71,1.14,1.57,0,1007,163.71,786,111.86,78.05,68.33,1.26,0.11,0.96,0,83.33,16.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.71,26,0.43,3,4.14,29,0.14,1,17.29,1,1.71,0.43,1021.57,163.86,790.86,114.14,77.38,69.69,1.69,0.1,1.04,0.26,89.66,10.34,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.43,17,0,0,2.43,17,0.14,1,11,0.29,0.14,0.29,1033.57,164.14,822.57,124,79.58,75.56,1.06,0.03,0.09,0.17,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.57,18,0,0,2.57,18,0,0,11.71,0.86,1,0.29,1023.71,167.71,813.86,119.14,79.5,71.03,1.14,0.08,0.59,0.17,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.86,34,0,0,4.86,34,0.29,2,16.43,1.43,1.29,0.71,1015.57,163,799.14,114.71,78.69,70.37,1.62,0.14,0.8,0.44,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,28,0.14,1,4.14,29,0.14,1,20.71,0.43,3.14,0.29,1006.29,162.43,771.29,110.29,76.65,67.88,2.06,0.04,1.94,0.18,96.55,3.45,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.71,33,0.29,2,5,35,0.57,4,26.43,1.57,5.43,0,1007,163.29,775.14,116,76.97,71.01,2.62,0.16,3.33,0,94.29,5.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,21,0.14,1,3.14,22,0.43,3,28.71,2.71,2.86,0.14,1014.57,160.43,788,110.14,77.65,68.66,2.83,0.27,1.77,0.09,95.45,4.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,0,0,2,14,0.43,3,16,4,0.86,0.43,1058,180.86,787.57,118.29,74.49,66.13,1.52,0.38,0.51,0.25,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.86,20,0,0,2.86,20,0.71,5,15,5.71,1.43,0.57,1042.29,162.86,720.86,106.86,69.17,65.62,1.44,0.55,0.86,0.34,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.57,25,0,0,3.57,25,0.57,4,15.57,9,1.57,0.57,1013.43,163.14,759.43,113.71,74.96,69.68,1.54,0.89,0.97,0.35,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.14,15,0.14,1,2.29,16,1,7,13.14,11.71,1.86,0.57,1014.29,161.29,778.71,105,76.77,65.11,1.3,1.15,1.15,0.36,93.75,6.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2023,AK,91,92.86,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1.71,12,0.14,1,1.86,13,1.57,11,14,13.29,1.71,0.86,1007.14,155,760.14,101.43,75.48,65.45,1.39,1.32,1.11,0.55,92.31,7.69,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14,-7.14
11/4/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.43,17,0.14,1,2.57,18,2.86,20,14.86,15.14,2.86,0.57,1014,155,758.43,105.14,74.8,67.78,1.47,1.49,1.84,0.37,94.44,5.56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14
11/11/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.14,22,0.43,3,3.57,25,3.71,26,15.29,20.43,0.57,1.86,1020.71,161.71,782,113.86,76.6,70.4,1.5,2,0.35,1.15,88,12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,0.14,1,2.14,15,1.29,9,10,18.86,2.43,0.57,1016.57,164.86,767.29,117.86,75.48,71.47,0.98,1.85,1.48,0.35,93.33,6.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1.43,10,0,0,1.43,10,1.14,8,6.43,9.29,0.57,0.86,1009.57,165.14,742,108.43,73.49,65.67,0.64,0.92,0.35,0.51,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.86,20,0.14,1,3,21,1.14,8,13.57,11.29,1.43,1.71,1003.29,166.29,761.29,119,75.87,71.56,1.35,1.13,0.86,1.03,95.24,4.76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1.71,12,0.29,2,2,14,0.71,5,10.14,9.43,1,0.57,1025.14,167,804.86,125,78.51,74.84,0.99,0.92,0.6,0.34,85.71,14.29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1.86,13,0.29,2,2.14,15,0.14,1,10.14,7.29,0.29,0.29,1016,164.86,769.86,118,75.78,71.57,1,0.72,0.18,0.17,86.67,13.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,0.14,1,2.14,15,0.71,5,9.57,7.14,1,1,1006.14,157.14,781.29,112.86,77.66,71.83,0.95,0.71,0.64,0.64,93.33,6.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2023,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,21,0.14,1,3.14,22,0.43,3,13.29,6.14,1.43,0.71,1006.29,159.71,718.57,104.29,71.42,65.28,1.32,0.61,0.9,0.45,95.45,4.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,28,0.57,4,4.57,32,0.57,4,24.14,7.14,1.86,1.86,1010.71,165.71,778.71,121.29,77.04,73.2,2.39,0.71,1.11,1.13,87.5,12.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2.86,20,0.57,4,3.43,24,0.43,3,23.71,4.57,3.29,0.86,1032.14,165.14,803,112.43,77.79,68,2.29,0.44,1.96,0.51,83.33,16.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3.86,27,0.29,2,4.14,29,0.71,5,24.86,3.86,3.14,0.14,994.29,158,739.43,101.43,74.38,64.21,2.5,0.39,1.99,0.09,93.1,6.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2024,AK,92,93.88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.57,32,0.14,1,4.71,33,0.43,3,28.29,2.86,2.14,0,1028.71,159.29,808,105,78.54,65.88,2.75,0.28,1.34,0,96.97,3.03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
