Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients,Absolute Change in the Percent Hospitals Reporting Adult COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Pediatric COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Influenza Admissions from Prior Week ,Absolute Change in the Percent Hospitals Reporting Prevalent Influenza Hospitalizations from Prior Week ,Absolute Change in the Percent Hospitals Reporting Hospitalized Influenza ICU Patients from Prior Week ,Absolute Change in the Percent Hospitals Reporting Inpatient Beds from Prior Week ,Absolute Change in the Percent Hospitals Reporting ICU Beds from Prior Week ,Absolute Change in the Percent Hospitals Reporting Inpatient Beds Occupied from Prior Week ,Absolute Change in the Percent Hospitals Reporting ICU Beds Occupied from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy from Prior Week ,Absolute Change in the Percent Hospitals Reporting Total COVID-19 Admissions from Prior Week ,Absolute Change in the Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations from Prior Week ,Absolute Change in the Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients from Prior Week 
9/16/2023,PA,1185,97.85,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,83.86,587,3.43,24,87.29,611,6.86,48,515.57,30.86,50.57,5.29,29438.29,4106.86,22195.43,3061.86,75.39,74.56,1.75,0.1,1.23,0.13,96.07,3.93,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2023,PA,1181,97.52,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,97,679,3.57,25,100.57,704,6.43,45,579.71,28.43,67.57,5.57,29362.43,4086.43,22180.43,3071.57,75.51,75.15,1.97,0.1,1.65,0.14,96.45,3.55,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2023,PA,1184,97.77,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,87.29,611,2.71,19,90,630,8.57,60,628.43,31.57,69.14,3.57,28324.29,3926.71,21316.14,2931.14,75.21,74.58,2.23,0.11,1.77,0.09,96.98,3.02,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
10/7/2023,PA,1185,97.85,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,97.29,681,2,14,99.29,695,5.86,41,659.29,28.57,69.43,4.29,25589,3571.86,19078.71,2635.43,74.54,73.78,2.58,0.11,1.94,0.12,97.99,2.01,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
10/14/2023,PA,1181,97.52,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,85.71,600,1.29,9,87,609,5.71,40,577,26.29,68,2.57,25511.86,3557.86,19049.43,2645.57,74.66,74.35,2.26,0.1,1.91,0.07,98.52,1.48,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2023,PA,1180,97.44,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,94.86,664,2.57,18,97.43,682,6,42,614.43,25.86,92.29,4,29434.43,4071.14,22507.57,3123.14,76.45,76.7,2.09,0.09,2.27,0.1,97.36,2.64,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2023,PA,1178,97.27,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,100.71,705,3.14,22,103.86,727,7,49,624.14,34.57,86,2.71,29350.43,4062.86,22548.86,3102.29,76.82,76.35,2.13,0.12,2.12,0.07,96.97,3.03,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2023,PA,1161,95.87,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,89,623,2.86,20,91.86,643,4.43,31,574.14,33.86,81.86,3.71,29131,4019.57,22190.43,3048.29,76.19,75.85,1.97,0.12,2.03,0.09,96.89,3.11,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2023,PA,1183,97.69,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,100.71,705,3,21,103.71,726,11.57,81,596,39.86,70.71,4.43,29741.43,4105.57,22874.14,3148,76.9,76.66,2,0.13,1.72,0.11,97.11,2.89,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2023,PA,1177,97.19,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,115.29,807,4.29,30,119.57,837,12.71,89,658.43,55,79.71,5.43,29527.43,4105.57,22744.43,3162.71,77.02,77.03,2.23,0.19,1.94,0.13,96.42,3.58,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2023,PA,1181,97.52,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,128,896,4.29,30,132.29,926,17.43,122,748.43,76,88.71,7.43,29477.71,4102.86,21868.86,3077.29,74.17,74.99,2.54,0.26,2.16,0.18,96.76,3.24,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/2023,PA,1176,97.11,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,143.43,1004,4.86,34,148.29,1038,30.29,212,813.86,124.57,104.86,19.43,28837.86,4041.29,22201.43,3128.14,76.98,77.4,2.82,0.43,2.59,0.48,96.72,3.28,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2023,PA,1172,96.78,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,142.14,995,5.71,40,147.86,1035,39.43,276,912.71,167.43,116.57,25,28237.71,3966.14,21860.43,3111.43,77.4,78.44,3.23,0.59,2.94,0.63,96.14,3.86,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
12/16/2023,PA,1171,96.7,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,139.43,976,6.43,45,145.86,1021,55.43,388,915.57,243.14,114,36.57,28344.43,3957.14,21821.29,3107.29,76.98,78.5,3.23,0.86,2.88,0.92,95.59,4.41,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
12/23/2023,PA,1179,97.36,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,168.86,1182,5.29,37,174.14,1219,99.43,696,1007.86,345.14,127.43,48.57,29707,4129.29,22833.86,3240.71,76.84,78.47,3.39,1.16,3.08,1.18,96.96,3.04,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2023,PA,1139,94.05,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,225.57,1579,8.57,60,234.14,1639,131.86,923,1262.14,501.71,152.86,62.71,27621.14,3903.57,20673.14,3057.29,74.73,78.28,4.56,1.81,3.92,1.6,96.34,3.66,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,97.11,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
1/6/2024,PA,1175,97.03,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,218.43,1529,5.86,41,224.29,1570,107.57,753,1419.57,625,178.86,83.86,29580.43,4165.57,23709.29,3385.14,80.12,81.23,4.8,2.11,4.29,2.02,97.39,2.61,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
1/13/2024,PA,1185,97.85,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,188.86,1322,6.14,43,195,1365,81.86,573,1335.14,558.57,199.86,64.86,29960.57,4188.86,24104.86,3381.43,80.44,80.72,4.46,1.86,4.77,1.55,96.85,3.15,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2024,PA,1187,98.02,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,144.14,1009,5.71,40,149.86,1049,64.29,450,1082,452.71,145.29,64.57,29915,4189.57,23569.57,3313.57,78.78,79.08,3.62,1.51,3.47,1.54,96.19,3.81,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2024,PA,1183,97.69,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,127.71,894,4.57,32,132.29,926,58,406,907,403.29,123.57,61.43,29856.86,4205.29,23532.43,3291.43,78.8,78.25,3.04,1.35,2.94,1.46,96.54,3.46,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2024,PA,1176,97.11,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,110,770,4.57,32,114.57,802,63.86,447,742.43,364.43,90.57,53.14,29455.57,4131.71,23026,3183,78.17,77.03,2.52,1.24,2.19,1.29,96.01,3.99,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2024,PA,1183,97.69,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,100.57,704,5.29,37,105.86,741,60.14,421,666.57,312.14,83.43,42.43,29564.57,4106.29,22946.14,3139,77.58,76.42,2.25,1.06,2.03,1.03,95.01,4.99,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2024,PA,1169,96.53,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,105,735,4.86,34,109.86,769,69.57,487,632.57,338,85.43,36.86,28968.43,4050.57,22320.43,3085.86,77.04,76.17,2.18,1.17,2.11,0.91,95.58,4.42,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2024,PA,1176,97.11,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,90.71,635,5.43,38,96.14,673,70.14,491,612.86,354.29,72,41.86,29477.71,4130.29,22898.57,3172.29,77.67,76.79,2.08,1.2,1.74,1.01,94.35,5.65,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2024,PA,1184,97.77,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,81.14,568,2.86,20,84,588,77.57,543,532,373.29,77.71,49,29763.14,4154.57,23099.57,3192.86,77.6,76.84,1.79,1.25,1.87,1.18,96.6,3.4,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/2024,PA,1183,97.69,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,69.43,486,1.86,13,71.29,499,72.86,510,479.29,391.57,70.71,50,29498.43,4139.86,22887.43,3162.14,77.58,76.38,1.62,1.33,1.71,1.21,97.39,2.61,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/2024,PA,1178,97.27,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,52.43,367,2.86,20,55.29,387,52.43,367,394,318.57,53.14,40.86,29275.14,4135.71,22586,3122.57,77.15,75.5,1.35,1.09,1.29,0.99,94.83,5.17,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
3/23/2024,PA,1168,96.45,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,52.43,367,2.43,17,54.86,384,49,343,317.14,252.86,43.29,27.71,29021,4109.43,22366.57,3096.86,77.05,75.35,1.09,0.87,1.05,0.68,95.57,4.43,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2024,PA,1174,96.94,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,42.29,296,1.86,13,44.14,309,37.71,264,277.14,214.57,38.43,31.14,29100.57,4103.14,22061.86,3067.71,75.79,74.74,0.95,0.74,0.94,0.76,95.79,4.21,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2024,PA,1178,97.27,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,44.43,311,2.29,16,46.71,327,36.29,254,255.71,203.43,31.14,35.57,29340.29,4140.57,22321.43,3133.29,76.06,75.66,0.87,0.69,0.75,0.86,95.11,4.89,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2024,PA,1171,96.7,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,40.43,283,2.43,17,42.86,300,28,196,235,156.43,27.86,28.57,29197.86,4143,22396.57,3148.86,76.69,76,0.8,0.54,0.67,0.69,94.33,5.67,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2024,PA,1174,96.94,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,30.86,216,1.14,8,32,224,20.86,146,190.71,118.43,24,15.86,29305.71,4119.29,22589.86,3117.71,77.08,75.69,0.65,0.4,0.58,0.38,96.43,3.57,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/2024,PA,1160,95.79,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,22,154,1,7,23,161,16.57,116,160.57,100.71,24,14.43,29097,4094.43,22103.86,3074.86,75.96,75.11,0.55,0.35,0.59,0.35,95.65,4.35,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
5/4/2024,PA,1014,83.73,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,22.14,155,0.57,4,22.71,159,13.57,95,146,80.71,18.71,9.57,26062,3784.14,19805.71,2836.71,76.09,74.99,0.56,0.31,0.49,0.25,97.48,2.52,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
5/11/2024,PA,842,69.53,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,22.57,158,0.71,5,23.29,163,12,84,127,62.43,18,11.86,23412.29,3504.43,18208.29,2726.86,77.78,77.83,0.54,0.27,0.51,0.34,96.93,3.07,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81,-20.81
5/18/2024,PA,838,69.2,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,19.57,137,0.43,3,20,140,13.14,92,116,60.29,18.43,11.86,23535.57,3511.29,18268.57,2681.86,77.61,76.39,0.49,0.26,0.53,0.34,97.86,2.14,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73,-1.73
5/25/2024,PA,804,66.39,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,18,126,0.43,3,18.43,129,12.14,85,100.14,61.43,14.29,12.43,22841.43,3433.86,17903.43,2631,78.38,76.65,0.44,0.27,0.42,0.36,97.67,2.33,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31
6/1/2024,PA,763,63.01,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,16.57,116,0.43,3,17,119,11.29,79,99.57,46.29,20.43,8,21769.86,3227.29,16936.14,2451.43,77.79,75.97,0.46,0.21,0.63,0.25,97.48,2.52,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31
6/8/2024,PA,732,60.45,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,16.86,118,1.14,8,18,126,8.43,59,97.86,36.86,15.71,4.86,21195.14,3171.43,16586.14,2444.14,78.23,77.06,0.46,0.17,0.5,0.15,93.65,6.35,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89
6/15/2024,PA,720,59.45,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,17.71,124,1.43,10,19.14,134,11.43,80,90.71,39.14,13.86,5.57,20561.86,3131.57,15909,2407.57,77.3,76.84,0.44,0.19,0.44,0.17,92.54,7.46,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2024,PA,647,53.43,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,15.86,111,0.43,3,16.29,114,7.29,51,90.14,32,7.43,4.86,18393.14,2851.29,13928,2127.29,75.72,74.6,0.49,0.17,0.26,0.17,97.37,2.63,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83
6/29/2024,PA,639,52.77,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,18,126,0,0,18,126,6.71,47,98.57,28,9.29,4.14,17903.86,2791,13692.57,2088.29,76.47,74.83,0.55,0.16,0.33,0.15,100,0,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,56.65,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
7/6/2024,PA,636,52.52,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,29.71,208,0.71,5,30.43,213,6.57,46,127.86,24.29,17.86,3.29,17878.29,2786,13535.29,2056.86,75.69,73.8,0.72,0.14,0.64,0.12,97.65,2.35,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
